Date,date_iso,SKU,Amazon Actual Units,Amazon Predicted Units,eBay Actual Units,eBay Predicted Units,Website Actual Units,Website Predicted Units,Other Actual Units,Other Predicted Units,Total Actual Units,Total Predicted Units,Reason
12-Sep-2026,2026-09-12,RIM-MSC-SCAND-RL-003,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-MSC-SCAND-RL-003-2PK,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-MSC-SCAND-RL-003-3PK,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-MSC-SCAND-RL-003-5PK,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-MSC-SCAND-VOD-001,,4,,0,,0,,0,,4,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-MSC-SCAND-VOD-002,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-MSC-SCAND-VOD-002-2PK,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-MSC-SCAND-VOD-002-5PK,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-MSC-SCAND-VOD-WP,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-MSC-SCAND-WOW-001,,1,,0,,0,,0,,1,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-MSC-SCAND-WOW-003,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-MSC-SCAND-WOW-WP,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-MSC-THRILLSEEKER-BLKBRWN,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-MSC-THRILLSEEKER-EXTBLACK,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-MSC-VF-X10-001,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-MSC-VOLCOL-001,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-MSC-WDF-001,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-MSC-WDF-003,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-MSC-WDF-WP,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-MSC-WLUX-001,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-MSC-WLUX-002,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-MSC-WLUX-003,,0,,1,,0,,0,,1,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-MSC-WLUX-003-2PK,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-MSC-WNDR-EXT-001,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-MSC-WNDRBOND-LASH-FILLER-BLK,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-MULTI-TASK-CLR-010,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-MULTI-TASK-CLR-020,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-MULTI-TASK-CLR-030,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-MULTI-TASK-CLR-040,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-MULTI-TASK-CLR-050,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-MULTI-TASK-CLR-060,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-MULTI-TASK-CLR-070,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-MULTI-TASK-CLR-090,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-MULTI-TASKER-BTF-30ML-002,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-MULTI-TASKER-BTF-30ML-003,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-MULTI-TASKER-BTF-30ML-004,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-101,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-130,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-150,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-151,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-152,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-153,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-154,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-155,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-203,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-210,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-230,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-235,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-262,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-270,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-271,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-300,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-310,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-312,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-313,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-314,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-315,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-320,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-322,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-323,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-324,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-335,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-336,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-340,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-345,,1,,1,,0,,0,,2,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-401,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-NAIL-60S-404,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-405,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-406,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-410,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-411,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-NAIL-60S-430,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-NAIL-60S-498,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-500,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-510,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-558,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-560,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-561,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-703,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-705,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-707,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-708,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-NAIL-60S-709,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-710,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-711,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-712,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-NAIL-60S-713,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-714,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-715,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-NAIL-60S-718,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-719,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-720,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-721,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-722,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-730,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-NAIL-60S-740,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-807,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-809,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-810,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-811,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-812,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-NAIL-60S-820,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-828,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-831,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-833,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-834,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-853,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-878,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-NAIL-60S-900,,0,,1,,0,,0,,1,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-901,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-NAIL-60S-902,,2,,1,,0,,0,,3,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-905,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-BUNDLE-10PCS-V1,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-BUNDLE-10PCS-V2,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-BUNDLE-10PCS-V3,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-BUNDLE-15PCS-V1,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-NAIL-60S-BUNDLE-5PCS-V1,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-BUNDLE-5PCS-V2,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-BUNDLE-5PCS-V3,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-BUNDLE-5PCS-V4,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-BUNDLE-RED-5,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-BUNDLE-SUMMER-5,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-MIX-10PCS,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-60S-MIX-15PCS,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-NAIL-60S-MIX-8PCS,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-FT-TOPCOAT,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-NAIL-FT-TOPCOAT-2PK,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-GLITTER-BOMB-019,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-NAIL-NN-5IN1,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-NAIL-NN-STRONGER,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-001,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-008,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-012,,1,,0,,0,,0,,1,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-014,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-020,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-021,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-022,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-023,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-023-2PK,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-023-5PK,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-024,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-025,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-026,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-027,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-030,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-031,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-032,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-033,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-035,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-042,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-043,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-044,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-045,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-052,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-054,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-056,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-058,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-069,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-070,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-071,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-083,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-090,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-091,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-091A,,1,,0,,0,,0,,1,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-094,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-095,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-096,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-097,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-098,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-NAIL-SUPERGEL-099,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NATURALBRONZER-001,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-NATURALBRONZER-002,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-NATURALBRONZER-002-3PK,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-OMG-LIP-130,,0,,1,,0,,0,,1,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-OMG-LIP-150,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-OMG-LIP-160,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-OMG-LIP-200,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-OMG-LIP-210,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-OMG-LIP-260,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-OMG-LIP-300,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-OMG-LIP-330,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-OMG-LIP-400,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-OMG-LIP-500,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-OMG-LIP-531,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-OMG-LIP-758,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-OMG-LIP-759,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-OMG-LIP-800,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-OMG-LIP-801,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-OMG-LIP-LOVEBUG,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-OMG-PLUMP-501,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-OMG-PLUMP-820,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-OMP-LIP-SHAPER-010,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-OMP-LIP-SHAPER-030,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-OMP-LIP-SHAPER-040,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-OMP-LIP-SHAPER-050,,0,,0,,0,,0,,0,"Demand is intermittent, so the forecast remains conservative."
12-Sep-2026,2026-09-12,RIM-PROVOCALIP-210,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
12-Sep-2026,2026-09-12,RIM-PROVOCALIP-570,,0,,0,,0,,0,,0,"Recent demand is volatile, so the forecast is kept conservative."
12-Sep-2026,2026-09-12,RIM-PROVOCALIP-710,,0,,0,,0,,0,,0,Current stock availability is limiting observed demand.
